primary_key,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Month,Revenue
1135,2,2,1,2,Returning_Visitor,False,Mar,False
1136,3,2,1,1,Returning_Visitor,False,Mar,False
1137,2,2,1,2,Returning_Visitor,False,Mar,False
1138,3,2,4,1,Returning_Visitor,False,Mar,False
1139,2,4,2,6,Returning_Visitor,False,Mar,False
1140,1,1,1,3,Returning_Visitor,False,Mar,False
1141,3,2,8,2,Returning_Visitor,True,Mar,False
1142,3,2,1,8,New_Visitor,True,Mar,False
1143,2,6,1,1,Returning_Visitor,False,Mar,False
1144,1,1,3,1,Returning_Visitor,False,Mar,False
1145,2,5,3,6,Returning_Visitor,False,Mar,True
1146,3,2,1,1,Returning_Visitor,False,Mar,False
1147,2,2,8,13,Returning_Visitor,False,Mar,False
1148,2,2,8,1,Returning_Visitor,False,Mar,False
1149,3,2,6,2,Returning_Visitor,False,Mar,False
1150,2,5,1,1,Returning_Visitor,False,Mar,False
1151,2,2,5,1,Returning_Visitor,True,Mar,False
1152,1,2,6,3,Returning_Visitor,False,Mar,False
1153,1,1,1,9,Returning_Visitor,True,Mar,False
1154,2,2,1,1,Returning_Visitor,True,Mar,False
1155,1,1,1,9,Returning_Visitor,True,Mar,False
1156,3,3,1,1,Returning_Visitor,False,Mar,False
1157,1,1,2,1,Returning_Visitor,False,Mar,False
1158,3,7,1,2,Returning_Visitor,False,Mar,True
1159,1,1,6,3,Returning_Visitor,True,Mar,False
1160,2,2,3,10,Returning_Visitor,False,Mar,False
1161,1,1,9,9,Returning_Visitor,True,Mar,False
1162,3,2,4,2,Returning_Visitor,False,Mar,True
1163,1,1,1,1,Returning_Visitor,False,Mar,False
1164,2,5,2,1,Returning_Visitor,False,Mar,False
1165,2,2,2,2,Returning_Visitor,False,Mar,False
1166,4,1,3,3,Returning_Visitor,False,Mar,False
1167,1,1,3,2,New_Visitor,False,Mar,False
1168,2,2,1,10,Returning_Visitor,False,Mar,False
1169,2,4,1,10,Returning_Visitor,False,Mar,False
1170,2,2,1,3,Returning_Visitor,False,Mar,False
1171,3,2,1,1,Returning_Visitor,False,Mar,False
1172,2,4,7,2,Returning_Visitor,False,Mar,True
1173,1,1,1,10,Returning_Visitor,False,Mar,False
1174,4,1,1,2,New_Visitor,True,Mar,False
1175,2,2,1,2,Returning_Visitor,False,Mar,False
1176,2,4,2,2,New_Visitor,False,Mar,True
1177,2,4,1,1,Returning_Visitor,False,Mar,False
1178,2,2,1,2,New_Visitor,False,Mar,False
1179,2,2,3,2,Returning_Visitor,False,Mar,False
1180,3,2,2,10,Returning_Visitor,False,Mar,False
1181,2,2,1,2,Returning_Visitor,False,Mar,False
1182,3,2,2,1,Returning_Visitor,False,Mar,False
1183,1,2,8,8,New_Visitor,False,Mar,True
1184,1,1,7,1,Returning_Visitor,True,Mar,True
1185,1,2,1,2,Returning_Visitor,True,Mar,False
1186,2,2,1,1,Returning_Visitor,False,Mar,True
1187,1,1,6,2,New_Visitor,True,Mar,False
1188,1,1,1,1,Returning_Visitor,False,Mar,False
1189,2,2,1,8,Returning_Visitor,False,Mar,True
1190,3,2,1,6,Returning_Visitor,True,Mar,False
1191,3,2,7,8,Returning_Visitor,False,Mar,False
1192,3,2,2,2,Returning_Visitor,False,Mar,False
1193,2,2,6,2,New_Visitor,False,Mar,False
1194,2,2,9,2,Returning_Visitor,False,Mar,False
1195,1,8,3,3,Returning_Visitor,False,Mar,False
1196,1,1,1,2,New_Visitor,False,Mar,True
1197,4,1,1,2,Returning_Visitor,False,Mar,False
1198,2,2,1,1,Returning_Visitor,True,Mar,False
1199,2,4,6,8,Returning_Visitor,False,Mar,False
1200,1,2,2,1,Returning_Visitor,False,Mar,False
1201,2,2,4,8,Returning_Visitor,False,Mar,False
1202,2,2,1,2,Returning_Visitor,False,Mar,False
1203,1,1,6,2,Returning_Visitor,True,Mar,False
1204,2,2,1,1,Returning_Visitor,False,Mar,False
1205,3,2,6,1,Returning_Visitor,False,Mar,False
1206,2,2,1,3,Returning_Visitor,False,Mar,False
1207,4,1,4,3,Returning_Visitor,False,Mar,False
1208,2,2,1,2,Returning_Visitor,False,Mar,False
1209,2,2,3,2,New_Visitor,False,Mar,False
1210,2,4,7,2,Returning_Visitor,False,Mar,False
1211,3,2,3,3,Returning_Visitor,True,Mar,False
1212,2,2,1,2,New_Visitor,False,Mar,False
1213,1,1,1,2,Returning_Visitor,False,Mar,False
1214,3,2,3,1,Returning_Visitor,False,Mar,False
1215,1,1,1,3,Returning_Visitor,False,Mar,False
1216,1,1,1,3,Returning_Visitor,False,Mar,False
1217,2,4,1,7,Returning_Visitor,False,Mar,False
1218,3,3,1,2,New_Visitor,True,Mar,False
1219,2,2,1,10,New_Visitor,False,Mar,False
1220,1,2,9,2,Returning_Visitor,True,Mar,True
1221,2,2,9,2,Returning_Visitor,False,Mar,False
1222,2,2,3,2,Returning_Visitor,True,Mar,False
1223,2,2,6,3,Returning_Visitor,True,Mar,False
1224,2,2,3,2,Returning_Visitor,False,Mar,False
1225,2,2,2,2,New_Visitor,True,Mar,False
1226,1,1,4,1,Returning_Visitor,False,Mar,False
1227,2,2,3,2,Returning_Visitor,False,Mar,False
1228,2,2,7,1,Returning_Visitor,False,Mar,False
1229,3,2,1,2,Returning_Visitor,False,Mar,False
1230,2,4,7,1,Returning_Visitor,False,Mar,False
1231,1,1,6,3,Returning_Visitor,False,Mar,False
1232,1,1,7,2,Returning_Visitor,False,Mar,False
1233,1,1,4,1,Returning_Visitor,True,Mar,False
1234,2,6,1,8,Returning_Visitor,True,Mar,True
1235,1,1,1,3,Returning_Visitor,True,Mar,False
1236,2,4,1,1,Returning_Visitor,True,Mar,False
1237,3,2,3,2,Returning_Visitor,False,Mar,False
1238,2,6,1,3,Returning_Visitor,False,Mar,False
1239,4,1,3,3,Returning_Visitor,True,Mar,False
1240,3,2,1,1,Returning_Visitor,False,Mar,False
1241,2,4,5,1,Returning_Visitor,False,Mar,False
1242,3,2,6,2,Returning_Visitor,False,Mar,False
1243,3,2,1,3,Returning_Visitor,False,Mar,False
1244,1,1,1,3,Returning_Visitor,False,Mar,False
1245,1,1,3,3,Returning_Visitor,True,Mar,False
1246,2,6,1,1,Returning_Visitor,False,Mar,False
1247,2,2,6,1,Returning_Visitor,False,Mar,False
1248,2,2,2,1,Returning_Visitor,False,Mar,False
1249,2,2,2,3,Returning_Visitor,False,Mar,False
1250,2,2,5,1,Returning_Visitor,False,Mar,False
1251,2,2,1,1,Returning_Visitor,False,Mar,False
1252,2,2,1,10,New_Visitor,False,Mar,True
1253,2,10,1,1,Returning_Visitor,False,Mar,False
1254,2,2,1,10,Returning_Visitor,False,Mar,False
1255,4,1,1,1,Returning_Visitor,False,Mar,False
1256,1,1,7,9,Returning_Visitor,True,Mar,False
1257,2,10,6,10,Returning_Visitor,False,Mar,False
1258,2,2,3,10,Returning_Visitor,False,Mar,False
1259,2,2,1,2,Returning_Visitor,False,Mar,False
1260,2,2,3,1,Returning_Visitor,False,Mar,True
1261,2,2,3,1,Returning_Visitor,False,Mar,False
1262,3,2,1,1,Returning_Visitor,False,Mar,False
1263,3,2,1,1,Returning_Visitor,False,Mar,False
1264,1,1,1,2,Returning_Visitor,False,Mar,False
1265,3,2,1,1,Returning_Visitor,False,Mar,False
1266,1,1,4,1,Returning_Visitor,False,Mar,False
1267,3,2,3,1,Returning_Visitor,False,Mar,False
1268,1,8,1,11,New_Visitor,False,Mar,False
1269,1,1,4,2,New_Visitor,True,Mar,False
1270,3,2,1,10,Returning_Visitor,True,Mar,False
1271,2,2,4,1,Returning_Visitor,False,Mar,False
1272,2,4,3,1,Returning_Visitor,False,Mar,False
1273,2,2,1,1,Returning_Visitor,False,Mar,False
1274,2,2,3,2,New_Visitor,False,Mar,False
1275,2,2,1,2,Returning_Visitor,False,Mar,False
1276,2,2,2,1,Returning_Visitor,False,Mar,False
1277,1,1,7,2,Returning_Visitor,False,Mar,False
1278,1,1,2,3,Returning_Visitor,False,Mar,False
1279,2,4,6,1,Returning_Visitor,True,Mar,False
1280,1,1,1,1,Returning_Visitor,True,Mar,False
1281,2,2,3,2,New_Visitor,True,Mar,False
1282,1,2,9,8,Returning_Visitor,False,Mar,False
1283,2,4,1,1,Returning_Visitor,False,Mar,False
1284,2,4,2,2,Returning_Visitor,True,Mar,True
1285,2,2,4,3,New_Visitor,False,Mar,False
1286,1,1,1,1,Returning_Visitor,False,Mar,False
1287,2,4,7,10,Returning_Visitor,False,Mar,False
1288,2,2,1,3,Returning_Visitor,True,Mar,False
1289,2,2,7,1,Returning_Visitor,False,Mar,False
1290,3,2,7,3,Returning_Visitor,False,Mar,False
1291,4,1,3,2,Returning_Visitor,False,Mar,False
1292,2,2,1,1,Returning_Visitor,False,Mar,False
1293,2,2,6,1,Returning_Visitor,False,Mar,False
1294,2,2,7,1,Returning_Visitor,False,Mar,False
1295,2,4,1,2,Returning_Visitor,True,Mar,False
1296,3,2,3,1,Returning_Visitor,False,Mar,False
1297,3,2,3,10,Returning_Visitor,False,Mar,False
1298,1,2,5,10,Returning_Visitor,False,Mar,False
1299,1,1,1,2,Returning_Visitor,True,Mar,True
1300,2,2,6,1,Returning_Visitor,False,Mar,False
1301,2,2,1,1,Returning_Visitor,False,Mar,False
1302,1,1,1,2,Returning_Visitor,True,Mar,False
1303,2,2,5,2,Returning_Visitor,True,Mar,False
1304,2,5,1,2,New_Visitor,False,Mar,False
1305,2,10,3,1,Returning_Visitor,False,Mar,True
1306,1,10,1,1,Returning_Visitor,False,Mar,False
1307,2,2,1,1,Returning_Visitor,False,Mar,False
1308,3,2,3,3,Returning_Visitor,False,Mar,False
1309,2,2,6,1,Returning_Visitor,False,Mar,False
1310,3,2,1,1,Returning_Visitor,False,Mar,False
1311,2,2,8,1,Returning_Visitor,True,Mar,False
1312,2,2,3,2,New_Visitor,False,Mar,False
1313,3,2,1,1,Returning_Visitor,True,Mar,False
1314,2,2,8,2,Returning_Visitor,False,Mar,False
1315,4,2,4,8,Returning_Visitor,False,Mar,False
1316,2,2,1,6,Returning_Visitor,False,Mar,True
1317,3,3,1,10,Returning_Visitor,False,Mar,False
1318,2,2,5,1,Returning_Visitor,False,Mar,False
1319,1,2,3,2,New_Visitor,False,Mar,False
1320,1,1,1,3,Returning_Visitor,True,Mar,False
1321,3,2,7,1,Returning_Visitor,False,Mar,False
1322,2,2,2,2,Returning_Visitor,True,Mar,True
1323,1,2,7,2,Returning_Visitor,True,Mar,False
1324,2,2,3,8,Returning_Visitor,False,Mar,True
1325,2,2,5,3,Returning_Visitor,True,Mar,False
1326,1,1,3,3,Returning_Visitor,False,Mar,False
1327,2,6,1,2,Returning_Visitor,False,Mar,False
1328,4,1,2,3,Returning_Visitor,True,Mar,False
1329,2,4,1,8,New_Visitor,False,Mar,True
1330,1,1,1,2,Returning_Visitor,False,Mar,False
1331,2,2,7,2,New_Visitor,False,Mar,False
1332,1,1,9,3,Returning_Visitor,False,Mar,False
1333,1,1,1,3,Returning_Visitor,True,Mar,False
1334,2,2,7,2,Returning_Visitor,False,Mar,True
1335,2,2,1,2,Returning_Visitor,False,Mar,False
1336,2,4,1,8,New_Visitor,False,Mar,False
1337,3,2,8,10,Returning_Visitor,False,Mar,False
1338,1,1,1,2,Returning_Visitor,False,Mar,False
1339,1,1,1,3,Returning_Visitor,True,Mar,True
1340,3,2,1,2,Returning_Visitor,True,Mar,True
1341,2,2,2,10,Returning_Visitor,True,Mar,False
1342,2,4,3,1,Returning_Visitor,False,Mar,False
1343,2,4,1,10,Returning_Visitor,False,Mar,False
1344,2,2,1,3,Returning_Visitor,True,Mar,False
1345,1,1,1,3,Returning_Visitor,True,Mar,False
1346,3,2,3,3,Returning_Visitor,True,Mar,False
1347,2,6,7,1,Returning_Visitor,False,Mar,False
1348,2,2,1,3,Returning_Visitor,False,Mar,False
1349,2,2,2,1,Returning_Visitor,False,Mar,False
1350,3,2,1,6,Returning_Visitor,False,Mar,False
1351,2,2,6,1,Returning_Visitor,False,Mar,False
1352,3,2,1,2,Returning_Visitor,True,Mar,False
1353,1,1,8,3,Returning_Visitor,False,Mar,False
1354,4,2,1,2,Returning_Visitor,True,Mar,True
1355,2,2,3,2,New_Visitor,False,Mar,False
1356,4,1,4,2,Returning_Visitor,False,Mar,False
1357,1,1,1,1,Returning_Visitor,False,Mar,False
1358,1,1,1,2,New_Visitor,True,Mar,False
1359,1,1,1,1,Returning_Visitor,False,Mar,False
1360,3,2,1,10,Returning_Visitor,False,Mar,False
1361,2,2,1,1,Returning_Visitor,False,Mar,False
1362,3,2,3,1,Returning_Visitor,False,Mar,False
1363,2,2,1,8,Returning_Visitor,False,Mar,True
1364,1,2,1,1,Returning_Visitor,False,Mar,False
1365,3,2,1,3,Returning_Visitor,False,Mar,False
1366,2,2,1,1,Returning_Visitor,False,Mar,False
1367,1,1,8,1,Returning_Visitor,False,Mar,False
1368,2,2,1,1,Returning_Visitor,False,Mar,False
1369,1,1,2,2,Returning_Visitor,False,Mar,True
1370,1,1,1,3,Returning_Visitor,True,Mar,False
1371,3,2,3,1,Returning_Visitor,False,Mar,False
1372,1,1,6,1,Returning_Visitor,False,Mar,False
1373,4,2,2,11,Returning_Visitor,True,Mar,True
1374,3,2,6,1,Returning_Visitor,False,Mar,False
1375,4,1,1,10,Returning_Visitor,False,Mar,False
1376,2,2,1,3,Returning_Visitor,False,Mar,False
1377,2,5,4,2,Returning_Visitor,True,Mar,False
1378,3,2,4,2,Returning_Visitor,True,Mar,False
1379,2,2,7,2,Returning_Visitor,False,Mar,False
1380,1,1,4,3,Returning_Visitor,True,Mar,False
1381,2,2,1,1,Returning_Visitor,False,Mar,False
1382,1,1,4,1,Returning_Visitor,False,Mar,False
1383,2,2,8,1,Returning_Visitor,False,Mar,False
1384,2,2,4,1,Returning_Visitor,False,Mar,False
1385,2,2,5,6,Returning_Visitor,False,Mar,False
1386,2,2,3,1,Returning_Visitor,False,Mar,False
1387,3,2,4,3,Returning_Visitor,True,Mar,False
1388,2,2,7,2,New_Visitor,True,Mar,False
1389,4,1,1,2,Returning_Visitor,False,Mar,True
1390,3,2,3,1,Returning_Visitor,True,Mar,False
1391,2,2,1,1,Returning_Visitor,False,Mar,False
1392,1,1,1,2,Returning_Visitor,False,Mar,False
1393,2,2,1,1,Returning_Visitor,False,Mar,False
1394,3,2,2,8,New_Visitor,True,Mar,False
1395,2,2,1,1,Returning_Visitor,False,Mar,False
1396,3,2,1,10,Returning_Visitor,True,Mar,False
1397,2,2,9,2,New_Visitor,True,Mar,False
1398,2,2,7,2,Returning_Visitor,False,Mar,True
1399,3,2,1,2,New_Visitor,False,Mar,False
1400,2,2,1,1,Returning_Visitor,False,Mar,False
1401,3,2,6,1,Returning_Visitor,False,Mar,False
1402,3,2,1,2,New_Visitor,True,Mar,False
1403,3,3,3,1,Returning_Visitor,False,Mar,False
1404,1,1,1,9,New_Visitor,True,Mar,False
1405,2,2,2,10,New_Visitor,False,Mar,False
1406,2,2,3,2,New_Visitor,False,Mar,False
1407,3,2,6,2,New_Visitor,True,Mar,False
1408,1,1,1,2,Returning_Visitor,False,Mar,False
1409,2,10,3,3,Returning_Visitor,False,Mar,False
1410,3,2,1,1,Returning_Visitor,True,Mar,False
1411,3,2,3,6,Returning_Visitor,True,Mar,False
1412,2,2,4,1,Returning_Visitor,False,Mar,False
1413,2,4,3,1,Returning_Visitor,False,Mar,False
1414,2,5,3,1,Returning_Visitor,False,Mar,True
1415,3,2,1,13,Returning_Visitor,False,Mar,False
1416,3,2,1,8,Returning_Visitor,False,Mar,False
1417,2,2,1,1,Returning_Visitor,False,Mar,False
1418,2,2,1,10,Returning_Visitor,False,Mar,False
1419,3,3,1,10,Returning_Visitor,False,Mar,False
1420,2,4,2,1,Returning_Visitor,False,Mar,False
1421,3,2,3,2,Returning_Visitor,False,Mar,False
1422,2,2,1,2,Returning_Visitor,False,Mar,False
1423,3,2,3,2,Returning_Visitor,False,Mar,False
1424,1,1,7,8,Returning_Visitor,False,Mar,True
1425,2,4,2,2,New_Visitor,False,Mar,False
1426,1,1,1,3,New_Visitor,True,Mar,False
1427,2,4,1,3,Returning_Visitor,True,Mar,False
1428,3,2,6,1,Returning_Visitor,True,Mar,False
1429,2,2,3,6,Returning_Visitor,False,Mar,True
1430,3,2,4,2,Returning_Visitor,False,Mar,False
1431,2,5,2,3,Returning_Visitor,False,Mar,False
1432,3,2,6,3,Returning_Visitor,False,Mar,False
1433,1,1,1,2,New_Visitor,False,Mar,True
1434,2,2,2,2,New_Visitor,False,Mar,False
1435,2,2,1,1,Returning_Visitor,False,Mar,False
1436,1,1,1,2,New_Visitor,True,Mar,True
1437,3,2,3,1,Returning_Visitor,False,Mar,False
1438,3,2,3,3,Returning_Visitor,False,Mar,False
1439,2,2,1,1,Returning_Visitor,False,Mar,False
1440,2,4,4,1,Returning_Visitor,False,Mar,False
1441,1,1,3,1,Returning_Visitor,False,Mar,False
1442,2,4,3,10,Returning_Visitor,False,Mar,False
1443,2,2,3,10,Returning_Visitor,False,Mar,False
1444,3,2,3,3,Returning_Visitor,False,Mar,False
1445,2,2,3,1,Returning_Visitor,False,Mar,False
1446,1,2,4,8,New_Visitor,False,Mar,False
1447,2,4,1,2,Returning_Visitor,False,Mar,False
1448,2,2,9,6,Returning_Visitor,False,Mar,False
1449,2,2,6,2,Returning_Visitor,False,Mar,False
1450,2,2,2,2,Returning_Visitor,False,Mar,False
1451,2,2,2,1,Returning_Visitor,False,Mar,False
1452,1,1,6,3,Returning_Visitor,False,Mar,False
1453,3,2,4,1,Returning_Visitor,False,Mar,False
1454,2,2,1,1,Returning_Visitor,False,Mar,False
1455,1,2,9,1,Returning_Visitor,False,Mar,False
1456,1,1,1,1,Returning_Visitor,True,Mar,False
1457,2,2,4,3,Returning_Visitor,False,Mar,False
1458,3,2,1,1,Returning_Visitor,False,Mar,False
1459,2,2,3,8,Returning_Visitor,False,Mar,False
1460,2,2,7,3,Returning_Visitor,True,Mar,False
1461,2,5,2,1,Returning_Visitor,False,Mar,False
1462,2,2,1,1,Returning_Visitor,False,Mar,False
1463,3,2,4,1,Returning_Visitor,True,Mar,False
1464,1,1,1,2,Returning_Visitor,False,Mar,True
1465,2,2,8,2,New_Visitor,False,Mar,False
1466,3,2,1,2,New_Visitor,True,Mar,False
1467,2,2,6,1,Returning_Visitor,False,Mar,True
1468,2,7,7,1,Returning_Visitor,False,Mar,False
1469,1,1,1,10,Returning_Visitor,False,Mar,False
1470,2,2,3,6,Returning_Visitor,False,Mar,False
1471,2,2,1,2,Returning_Visitor,False,Mar,True
1472,2,2,3,2,New_Visitor,True,Mar,False
1473,1,1,4,2,Returning_Visitor,True,Mar,False
1474,2,2,1,1,Returning_Visitor,True,Mar,False
1475,1,1,6,1,Returning_Visitor,True,Mar,False
1476,2,2,3,1,Returning_Visitor,False,Mar,False
1477,1,1,2,3,Returning_Visitor,False,Mar,False
1478,2,2,3,8,Returning_Visitor,False,Mar,False
1479,2,2,7,1,Returning_Visitor,False,Mar,False
1480,2,5,6,1,Returning_Visitor,False,Mar,False
1481,3,2,1,3,Returning_Visitor,True,Mar,False
1482,2,2,3,11,Returning_Visitor,False,Mar,False
1483,2,2,3,2,Returning_Visitor,False,Mar,False
1484,3,2,3,1,Returning_Visitor,False,Mar,False
1485,1,1,1,3,Returning_Visitor,False,Mar,False
1486,2,2,3,2,Returning_Visitor,False,Mar,False
1487,2,2,1,13,Returning_Visitor,False,Mar,False
1488,2,4,1,2,Returning_Visitor,False,Mar,False
1489,2,2,1,1,Returning_Visitor,False,Mar,False
1490,1,1,1,2,Returning_Visitor,False,Mar,False
1491,2,2,7,2,Returning_Visitor,False,Mar,True
1492,2,2,1,8,New_Visitor,False,Mar,True
1493,2,2,7,2,Returning_Visitor,False,Mar,False
1494,2,2,1,2,Returning_Visitor,False,Mar,False
1495,3,2,7,1,Returning_Visitor,False,Mar,False
1496,3,2,3,3,Returning_Visitor,True,Mar,False
1497,2,5,6,2,Returning_Visitor,False,Mar,False
1498,2,2,1,8,New_Visitor,False,Mar,False
1499,2,2,7,1,Returning_Visitor,True,Mar,False
1500,3,3,8,1,Returning_Visitor,False,Mar,False
1501,2,4,1,6,Returning_Visitor,False,Mar,False
1502,2,2,3,1,Returning_Visitor,False,Mar,False
1503,3,2,8,1,Returning_Visitor,False,Mar,False
1504,2,2,7,2,Returning_Visitor,False,Mar,False
1505,2,2,6,8,Returning_Visitor,False,Mar,False
1506,1,1,2,10,Returning_Visitor,False,Mar,False
1507,2,2,3,1,Returning_Visitor,False,Mar,False
1508,1,1,9,1,Returning_Visitor,False,Mar,False
1509,2,2,3,1,Returning_Visitor,False,Mar,False
1510,2,2,5,2,Returning_Visitor,False,Mar,False
1511,1,1,3,2,Returning_Visitor,True,Mar,False
1512,2,2,3,8,New_Visitor,True,Mar,True
1513,2,2,1,2,Returning_Visitor,False,Mar,True
1514,2,5,8,1,Returning_Visitor,True,Mar,False
1515,2,2,1,13,Returning_Visitor,False,Mar,False
1516,1,1,1,3,Returning_Visitor,True,Mar,False
1517,2,5,2,7,Returning_Visitor,False,Mar,True
1518,2,5,1,2,Returning_Visitor,False,Mar,False
1519,3,2,1,3,Returning_Visitor,False,Mar,False
1520,2,2,6,2,Returning_Visitor,False,Mar,True
1521,1,1,6,1,Returning_Visitor,False,Mar,False
1522,1,2,8,2,Returning_Visitor,True,Mar,False
1523,3,2,1,10,Returning_Visitor,False,Mar,False
1524,3,2,1,3,Returning_Visitor,False,Mar,False
1525,4,2,1,13,Returning_Visitor,False,Mar,False
1526,2,2,6,1,Returning_Visitor,False,Mar,False
1527,3,2,1,2,Returning_Visitor,False,Mar,False
1528,2,2,7,1,Returning_Visitor,False,Mar,False
1529,2,2,2,2,Returning_Visitor,True,Mar,False
1530,2,2,7,10,Returning_Visitor,False,Mar,True
1531,2,4,2,10,Returning_Visitor,False,Mar,False
1532,2,2,6,3,Returning_Visitor,False,Mar,False
1533,2,4,3,1,Returning_Visitor,False,Mar,False
1534,3,2,3,1,Returning_Visitor,False,Mar,False
1535,2,2,1,1,Returning_Visitor,False,Mar,False
1536,2,5,1,3,Returning_Visitor,False,Mar,False
1537,1,1,1,3,Returning_Visitor,False,Mar,False
1538,2,2,3,3,New_Visitor,False,Mar,False
1539,2,2,3,13,Returning_Visitor,False,Mar,False
1540,2,2,2,1,Returning_Visitor,True,Mar,False
1541,2,2,1,10,Returning_Visitor,False,Mar,False
1542,2,2,6,3,Returning_Visitor,True,Mar,False
1543,2,2,2,1,Returning_Visitor,False,Mar,False
1544,2,4,2,2,Returning_Visitor,False,Mar,False
1545,1,1,3,2,Returning_Visitor,True,Mar,False
1546,2,2,1,2,New_Visitor,True,Mar,False
1547,2,2,1,2,Returning_Visitor,False,Mar,False
1548,2,2,3,2,New_Visitor,True,Mar,False
1549,1,1,1,2,Returning_Visitor,False,Mar,False
1550,1,1,1,10,Returning_Visitor,False,Mar,False
1551,2,2,1,1,Returning_Visitor,False,Mar,False
1552,1,1,1,2,Returning_Visitor,False,Mar,False
1553,1,1,1,2,Returning_Visitor,False,Mar,True
1554,2,2,1,2,Returning_Visitor,True,Mar,False
1555,2,5,1,3,Returning_Visitor,True,Mar,False
1556,2,2,2,1,Returning_Visitor,False,Mar,False
1557,2,5,2,1,Returning_Visitor,True,Mar,False
1558,2,2,1,2,Returning_Visitor,False,Mar,False
1559,2,5,1,1,Returning_Visitor,True,Mar,False
1560,1,1,1,1,Returning_Visitor,False,Mar,False
1561,2,2,2,3,Returning_Visitor,False,Mar,False
1562,2,2,9,1,Returning_Visitor,False,Mar,False
1563,2,2,1,1,Returning_Visitor,False,Mar,False
1564,1,1,1,2,New_Visitor,True,Mar,False
1565,1,1,1,2,New_Visitor,False,Mar,True
1566,3,2,4,2,Returning_Visitor,False,Mar,False
1567,2,2,4,1,New_Visitor,False,Mar,True
1568,2,2,5,1,Returning_Visitor,True,Mar,False
1569,3,2,8,1,Returning_Visitor,False,Mar,False
1570,2,4,3,2,Returning_Visitor,False,Mar,False
1571,3,2,1,2,Returning_Visitor,False,Mar,False
1572,2,5,9,2,Returning_Visitor,False,Mar,True
1573,2,2,1,2,Returning_Visitor,False,Mar,True
1574,2,2,1,1,Returning_Visitor,False,Mar,False
1575,4,1,1,2,Returning_Visitor,True,Mar,False
1576,2,2,3,2,Returning_Visitor,True,Mar,False
1577,2,2,7,1,Returning_Visitor,False,Mar,False
1578,2,2,1,2,New_Visitor,True,Mar,False
1579,3,2,1,1,Returning_Visitor,False,Mar,False
1580,2,2,1,2,New_Visitor,False,Mar,False
1581,2,2,1,10,Returning_Visitor,False,Mar,False
1582,1,1,4,3,Returning_Visitor,True,Mar,False
1583,1,1,1,10,Returning_Visitor,False,Mar,True
1584,1,1,1,3,Returning_Visitor,False,Mar,False
1585,3,2,7,8,New_Visitor,False,Mar,False
1586,2,2,4,1,Returning_Visitor,False,Mar,False
1587,2,6,3,2,Returning_Visitor,False,Mar,True
1588,3,2,1,1,Returning_Visitor,False,Mar,False
1589,2,2,1,2,Returning_Visitor,False,Mar,False
1590,2,4,5,1,Returning_Visitor,False,Mar,False
1591,3,2,4,1,Returning_Visitor,False,Mar,False
1592,2,2,7,2,Returning_Visitor,False,Mar,True
1593,1,1,6,9,New_Visitor,True,Mar,False
1594,3,2,7,1,Returning_Visitor,False,Mar,False
1595,2,2,1,3,Returning_Visitor,False,Mar,False
1596,2,2,1,1,Returning_Visitor,False,Mar,False
1597,1,1,2,2,Returning_Visitor,True,Mar,False
1598,1,1,4,2,Returning_Visitor,False,Mar,False
1599,2,2,7,10,Returning_Visitor,False,Mar,False
1600,2,2,1,1,Returning_Visitor,False,Mar,False
1601,2,2,3,3,Returning_Visitor,True,Mar,False
1602,1,2,3,3,Returning_Visitor,False,Mar,False
1603,2,2,9,10,Returning_Visitor,False,Mar,False
1604,2,2,3,1,Returning_Visitor,False,Mar,False
1605,2,2,6,2,New_Visitor,False,Mar,False
1606,1,2,1,2,Returning_Visitor,False,Mar,False
1607,2,2,3,1,Returning_Visitor,False,Mar,False
1608,2,2,3,1,Returning_Visitor,False,Mar,False
1609,2,2,7,1,Returning_Visitor,False,Mar,False
1610,1,1,1,1,Returning_Visitor,True,Mar,False
1611,2,2,6,1,Returning_Visitor,False,Mar,False
1612,3,2,2,1,Returning_Visitor,False,Mar,False
1613,1,1,7,3,Returning_Visitor,True,Mar,False
1614,2,2,1,3,Returning_Visitor,True,Mar,False
1615,2,2,2,3,Returning_Visitor,False,Mar,False
1616,4,1,8,6,Returning_Visitor,False,Mar,False
1617,2,4,1,1,Returning_Visitor,False,Mar,False
1618,1,2,7,8,Returning_Visitor,False,Mar,False
1619,2,2,1,8,Returning_Visitor,False,Mar,False
1620,2,2,3,1,Returning_Visitor,False,Mar,False
1621,2,2,3,2,New_Visitor,False,Mar,False
1622,3,3,1,3,Returning_Visitor,True,Mar,False
1623,2,2,4,2,Returning_Visitor,False,Mar,False
1624,1,1,4,1,Returning_Visitor,False,Mar,False
1625,3,2,1,1,Returning_Visitor,True,Mar,False
1626,2,2,5,13,Returning_Visitor,False,Mar,False
1627,3,2,1,1,Returning_Visitor,True,Mar,False
1628,2,2,1,1,Returning_Visitor,False,Mar,False
1629,2,2,3,1,Returning_Visitor,False,Mar,False
1630,2,2,1,1,Returning_Visitor,False,Mar,False
1631,4,2,1,1,Returning_Visitor,False,Mar,False
1632,2,2,1,3,Returning_Visitor,True,Mar,False
1633,3,2,1,3,Returning_Visitor,False,Mar,False
1634,2,2,1,1,Returning_Visitor,False,Mar,False
1635,2,4,3,3,Returning_Visitor,False,Mar,False
1636,2,2,1,3,Returning_Visitor,False,Mar,True
